SK_ID_CURR,DAYS_BIRTH,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,BURO_DAYS_CREDIT_MEAN,BURO_DAYS_CREDIT_UPDATE_MEAN,BURO_CREDIT_ACTIVE_Active_MEAN,PREV_NAME_CONTRACT_STATUS_Refused_MEAN
331719,-23141,0.507,0.575,0.3362,-595.8965517241379,-350.48275862068965,0.20689655172413793,0.0
331729,-13910,0.8276,0.695,0.5405,-854.6666666666666,-317.5,0.5,0.0
331735,-20542,0.6914,0.581,0.4014,-1355.0,-454.5,0.5,0.0
331743,-15020,0.4365,0.6665,0.576,-689.4285714285714,-389.2857142857143,0.2857142857142857,0.0
331761,-13886,0.239,0.62,0.6675,-1746.6666666666667,-627.6666666666666,0.0,0.0
331772,-18653,0.4382,0.757,0.6562,-791.0,-600.0,0.0,0.0
331777,-16230,0.586,0.733,0.535,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
331794,-8718,0.1981,0.7153,0.503,-385.6666666666667,-77.66666666666667,1.0,0.0
331813,-14576,0.1031,0.2612,0.5117,-527.0,-156.0,0.0,0.0
331818,-11560,0.507,0.3337,0.3171,-827.0,-388.5,0.6,0.16666666666666666
331834,-11195,0.0894,0.4993,0.7715,-1349.5,-321.0,0.0,0.0
331848,-20232,0.5913,0.715,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
331849,-12916,0.4827,0.354,0.4294,-1025.2857142857142,-443.64285714285717,0.42857142857142855,0.23076923076923078
331868,-10602,0.7017,0.515,0.6924,-1507.7142857142858,-1072.7142857142858,0.2857142857142857,0.6666666666666666
331875,-19749,0.507,0.3591,0.6265,-1756.8,-661.0,0.2,0.16666666666666666
331879,-21656,0.507,0.5703,0.4119,-917.5,-543.375,0.375,0.5555555555555556
331886,-14420,0.7075,0.6895,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
331888,-22386,0.507,0.325,0.503,-807.2857142857143,-310.2857142857143,0.5714285714285714,0.2727272727272727
331891,-13976,0.507,0.5854,0.519,-2309.0,-2151.0,0.0,0.0
331903,-15331,0.6587,0.556,0.474,-1416.0,-808.4285714285714,0.14285714285714285,0.25
331905,-14098,0.7036,0.559,0.519,-631.0,-51.0,0.5,0.25
331913,-11978,0.3645,0.65,0.2722,-149.0,-59.0,1.0,0.0
331914,-16275,0.4714,0.4424,0.7505,-2002.2222222222222,-875.8888888888889,0.1111111111111111,0.18181818181818182
331937,-12837,0.6104,0.6045,0.5796,-1480.1666666666667,-760.25,0.08333333333333333,0.25
331938,-23003,0.507,0.356,0.6943,-1644.5714285714287,-703.0,0.14285714285714285,0.16666666666666666
331939,-8712,0.507,0.1508,0.519,-1280.0,-36.0,1.0,0.0
331944,-22002,0.507,0.6553,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
331948,-10727,0.1779,0.72,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
331968,-23543,0.507,0.783,0.4277,-2026.6666666666667,-1119.6666666666667,0.0,0.0
331976,-8119,0.1215,0.0702,0.1125,-150.0,-24.5,1.0,0.0
331977,-13731,0.41,0.12286,0.2942,-1102.0,-476.3076923076923,0.5384615384615384,0.0
332007,-11515,0.507,0.6343,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
332014,-9557,0.2354,0.555,0.4067,-566.0,-408.6666666666667,0.6666666666666666,0.0
332017,-23238,0.507,0.4333,0.677,-1710.0,-1343.0,0.0,0.0
332027,-19023,0.507,0.292,0.537,-1398.0,-838.6,0.1,0.38461538461538464
332033,-18687,0.623,0.559,0.1841,-1242.1666666666667,-600.4444444444445,0.2777777777777778,0.0
332041,-13287,0.486,0.703,0.539,-1825.0,-943.875,0.25,0.0
332042,-13875,0.2015,0.5747,0.6025,-1104.1818181818182,-232.0909090909091,0.6363636363636364,0.0
332047,-22769,0.507,0.6597,0.756,-1854.0,-1110.5,0.5,0.1
332050,-12596,0.5835,0.479,0.1548,-328.57142857142856,-78.42857142857143,0.5714285714285714,0.14285714285714285
332056,-11324,0.7295,0.6846,0.7505,-1320.0,-1056.0,0.0,0.0
332071,-20866,0.507,0.596,0.8247,-1136.3333333333333,-1027.6666666666667,0.3333333333333333,0.0
332075,-13440,0.507,0.2998,0.1975,-767.7142857142857,-491.7142857142857,0.2857142857142857,0.3333333333333333
332076,-16056,0.507,0.5854,0.7,-1699.5,-1210.0,0.0,0.0
332077,-8547,0.507,0.6685,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
332083,-13367,0.4685,0.4487,0.583,-624.5,-13.0,1.0,0.0
332093,-9644,0.507,0.10114,0.03186,-761.4545454545455,-303.72727272727275,0.36363636363636365,0.0
332111,-13096,0.503,0.5327,0.519,-1347.0,-904.0,0.0,0.0
332119,-20310,0.507,0.4714,0.3672,-1284.1666666666667,-449.5,0.5,0.0
332121,-15558,0.6084,0.2357,0.2213,-1722.2666666666667,-544.7333333333333,0.26666666666666666,0.0
332135,-14151,0.4106,0.5767,0.364,-1142.6666666666667,-783.4444444444445,0.4444444444444444,0.0
332144,-20755,0.507,0.4905,0.386,-555.5,-193.0,0.5,0.0
332147,-22530,0.507,0.5854,0.4382,-730.0,-439.5,0.5,0.0
332155,-16226,0.5674,0.731,0.519,-1528.75,-890.1666666666666,0.3333333333333333,0.2222222222222222
332156,-21391,0.507,0.657,0.659,-729.0,-62.0,1.0,0.0
332164,-16325,0.5356,0.748,0.4849,-1212.2,-257.8,0.6,0.0
332166,-22320,0.7188,0.732,0.643,-1464.5,-1127.0,0.0,0.16666666666666666
332170,-11850,0.3716,0.03912,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
332180,-19157,0.1478,0.2576,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
332181,-10992,0.5347,0.648,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.23076923076923078
332184,-13520,0.537,0.5415,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.07692307692307693
332192,-22920,0.507,0.2507,0.5654,-67.0,-36.5,1.0,0.0
332204,-23706,0.507,0.4377,0.576,-933.4,-325.9,0.3,0.14285714285714285
332225,-20864,0.507,0.6255,0.503,-806.1818181818181,-156.0,0.7272727272727273,0.0
332234,-18160,0.3164,0.4045,0.734,-968.0,-205.75,0.75,0.3333333333333333
332243,-21249,0.507,0.4067,0.183,-785.6,-506.4,0.12,0.0
332253,-16283,0.524,0.3447,0.519,-986.8,-316.1333333333333,0.4,0.4074074074074074
332261,-16123,0.4167,0.6772,0.519,-953.8,-772.6,0.0,0.0
332266,-22930,0.507,0.3386,0.841,-1189.0,-839.0,0.0,0.4
332270,-23386,0.3767,0.1989,0.7,-1926.5714285714287,-895.0,0.0,0.3333333333333333
332285,-16058,0.507,0.2064,0.519,-1182.6666666666667,-714.0,0.6666666666666666,0.0
332290,-13944,0.3948,0.7925,0.7,-1294.7,-900.4,0.2,0.16666666666666666
332296,-15298,0.507,0.4973,0.5796,-1771.7,-1156.7,0.3,0.2
332298,-9823,0.1459,0.659,0.3826,-789.8,-343.6,0.4,0.2857142857142857
332302,-16052,0.7417,0.484,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
332303,-20902,0.507,0.7,0.519,-1615.8333333333333,-1060.5,0.3333333333333333,0.2222222222222222
332317,-19747,0.507,0.2252,0.7544,-1886.5714285714287,-1240.7142857142858,0.14285714285714285,0.3
332318,-11637,0.507,0.723,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
332327,-10526,0.1931,0.4414,0.6177,-646.5,-370.5,0.0,0.0
332337,-21865,0.507,0.4292,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
332351,-15870,0.507,0.691,0.3123,-366.5,-234.0,0.5,0.5
332373,-20287,0.507,0.701,0.7,-767.0,-15.0,1.0,0.0
332377,-13035,0.267,0.7607,0.738,-1453.5,-730.4,0.2,0.0
332384,-8481,0.3015,0.6704,0.2277,-211.0,-54.5,1.0,0.0
332398,-20326,0.4783,0.5386,0.519,-1029.125,-398.125,0.0,0.0
332404,-11825,0.507,0.7793,0.4436,-522.6,-110.0,0.6,0.0
332405,-20236,0.507,0.634,0.519,-1642.6,-210.6,0.6,0.0
332454,-17900,0.7026,0.473,0.769,-1440.25,-1182.5,0.25,0.0
332456,-16401,0.4429,0.64,0.2458,-708.2857142857143,-320.42857142857144,0.42857142857142855,0.3333333333333333
332464,-12213,0.507,0.4485,0.314,-514.0,-227.5,0.5,0.0
332468,-13331,0.2428,0.646,0.6973,-1152.0,-469.14285714285717,0.14285714285714285,0.6666666666666666
332476,-8580,0.323,0.677,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.5
332482,-24384,0.507,0.3723,0.785,-1660.0,-1566.0,0.0,0.0
332483,-18008,0.502,0.441,0.6675,-911.5,-192.0,0.0,0.2857142857142857
332508,-20604,0.507,0.6104,0.5063,-964.3333333333334,-269.3333333333333,0.0,0.0
332519,-10207,0.507,0.00814,0.519,-1866.0,-310.0,0.0,0.0
332529,-13648,0.5625,0.302,0.1169,-1248.2222222222222,-669.7777777777778,0.3333333333333333,0.0
332537,-16659,0.507,0.364,0.4722,-506.0,-2.0,1.0,0.0
332545,-13061,0.483,0.4832,0.1176,-1070.6,-620.3,0.6,0.0
332551,-20115,0.2761,0.3857,0.666,-1437.857142857143,-374.57142857142856,0.2857142857142857,0.0
332552,-11387,0.507,0.2915,0.633,-842.0,-659.0,0.0,0.0
332570,-22520,0.507,0.5835,0.494,-168.0,-133.75,0.0,0.2
332574,-12056,0.507,0.4949,0.501,-764.5,-378.1666666666667,0.5,0.5714285714285714
332579,-11508,0.507,0.568,0.2837,-1040.0625,-568.8125,0.375,0.14285714285714285
332607,-17335,0.507,0.71,0.574,-1692.5,-892.75,0.25,0.15384615384615385
332618,-10606,0.507,0.5547,0.1654,-958.0,-473.70588235294116,0.35294117647058826,0.3333333333333333
332626,-10851,0.1265,0.3145,0.56,-1220.0,-583.8,0.4,0.125
332628,-15313,0.6074,0.5312,0.4812,-1082.75,-291.75,0.5,0.0
332645,-19175,0.823,0.7285,0.2472,-1130.0,-128.25,0.75,0.0
332652,-9187,0.1312,0.3376,0.2808,-756.3333333333334,-258.0,0.3333333333333333,0.25
332666,-22864,0.507,0.1387,0.737,-1464.3636363636363,-460.54545454545456,0.45454545454545453,0.5
332694,-16342,0.507,0.7993,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
332697,-13104,0.507,0.5015,0.7676,-1022.0,-489.5,0.0,0.3333333333333333
332698,-13027,0.7417,0.585,0.4382,-1335.25,-854.5,0.0,0.0
332700,-10703,0.252,0.3533,0.633,-524.0,-201.5,0.5,0.3
332708,-20199,0.427,0.53,0.2128,-1186.0,-626.3,0.5,0.0
332714,-21565,0.507,0.643,0.4453,-1190.5,-653.625,0.125,0.2
332722,-20653,0.808,0.537,0.7207,-2658.0,-228.0,0.0,0.0
332724,-23504,0.7217,0.527,0.442,-965.2,-517.6,0.5,0.15384615384615385
332730,-19556,0.507,0.695,0.5083,-720.125,-293.25,0.375,0.1111111111111111
332741,-15596,0.787,0.648,0.3232,-1226.4444444444443,-829.1111111111111,0.4444444444444444,0.0
332746,-20504,0.4316,0.7812,0.7803,-1726.3157894736842,-1222.421052631579,0.3157894736842105,0.2222222222222222
332754,-22358,0.405,0.4424,0.5884,-836.1666666666666,-276.3333333333333,0.6666666666666666,0.375
332756,-10004,0.527,0.10065,0.2678,-170.75,-46.25,0.75,0.0
332759,-18772,0.722,0.6636,0.8105,-1903.25,-808.25,0.0,0.0
332764,-16258,0.06696,0.4182,0.0812,-50.0,-12.0,1.0,0.0
332786,-13773,0.507,0.558,0.3154,-1125.0,-669.5,0.25,0.0
332790,-18282,0.773,0.739,0.5083,-1452.235294117647,-213.7058823529412,0.47058823529411764,0.0
332816,-23924,0.868,0.658,0.5513,-874.0,-229.75,0.5,0.0
332821,-18674,0.5376,0.623,0.63,-342.0,-274.0,0.0,0.0
332827,-14964,0.681,0.566,0.4507,-1450.6,-1117.2,0.2,0.0
332829,-20652,0.638,0.6846,0.521,-976.0,-5.0,1.0,0.09090909090909091
332831,-14252,0.507,0.476,0.7983,-2375.285714285714,-1205.142857142857,0.0,0.0
332833,-16416,0.507,0.1876,0.325,-1236.0,-603.7777777777778,0.4444444444444444,0.0
332834,-19131,0.507,0.2471,0.5693,-1078.857142857143,-810.7142857142857,0.14285714285714285,0.0
332837,-17542,0.5874,0.5947,0.6562,-1348.0,-322.0,0.6666666666666666,0.0
332846,-20529,0.5117,0.659,0.3328,-228.0,-14.0,1.0,0.44
332860,-13653,0.1833,0.3992,0.4758,-1282.0,-691.25,0.75,0.14285714285714285
332861,-22353,0.507,0.4026,0.616,-1084.0,-271.1666666666667,0.5,0.3333333333333333
332865,-20653,0.8657,0.355,0.4436,-1374.888888888889,-720.5555555555555,0.1111111111111111,0.16666666666666666
332882,-19206,0.653,0.7363,0.4312,-794.8,-299.4,0.2,0.0
332897,-12792,0.507,0.2435,0.6265,-57.0,-24.0,1.0,0.4444444444444444
332901,-21279,0.507,0.728,0.4849,-2757.0,-613.0,0.0,0.25
332904,-12477,0.4954,0.728,0.519,-1012.0,-638.5,0.5,0.0
332910,-16030,0.507,0.2402,0.076,-1188.5,-233.5,0.75,0.5
332911,-20140,0.5703,0.6357,0.4688,-1986.5,-430.0,0.5,0.0
332912,-13386,0.11835,0.4558,0.1368,-1365.9333333333334,-494.26666666666665,0.3333333333333333,0.14285714285714285
332939,-12712,0.4404,0.569,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.3333333333333333
332940,-15955,0.8086,0.517,0.555,-1310.75,-11.25,0.75,0.0
332952,-22897,0.507,0.581,0.685,-1485.857142857143,-1043.7142857142858,0.0,0.0
332956,-21926,0.507,0.688,0.6562,-1871.0,-538.6666666666666,0.0,0.0
332957,-17244,0.507,0.5015,0.6143,-645.0,-254.5,0.5,0.34782608695652173
332958,-18178,0.507,0.6953,0.6724,-1091.1666666666667,-564.1666666666666,0.5,0.0
332961,-19257,0.507,0.4207,0.0995,-2017.8333333333333,-674.1666666666666,0.3333333333333333,0.0
332967,-17866,0.4717,0.5835,0.2942,-1132.0,-811.2,0.2,0.4
332974,-14461,0.507,0.688,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
332993,-16197,0.507,0.7085,0.6943,-1036.3333333333333,-587.3333333333334,0.0,0.125
333007,-22983,0.507,0.5845,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
333012,-10990,0.507,0.1929,0.456,-177.0,-56.0,0.0,0.5
333020,-13389,0.5537,0.3748,0.6514,-1551.0,-1174.0,0.0,0.3333333333333333
333021,-16755,0.507,0.0717,0.7437,-370.0,-69.0,0.0,0.0
333035,-12735,0.507,0.4722,0.611,-1182.7777777777778,-717.1111111111111,0.3333333333333333,0.14285714285714285
333040,-9633,0.1566,0.1919,0.734,-1195.0,-1135.0,0.0,0.0
333061,-22689,0.662,0.7334,0.613,-1681.5333333333333,-821.1333333333333,0.2,0.08333333333333333
333073,-22958,0.8677,0.5796,0.616,-706.4444444444445,-331.44444444444446,0.4444444444444444,0.0
333078,-20230,0.507,0.3435,0.583,-1077.9166666666667,-718.0833333333334,0.16666666666666666,0.0
333085,-22565,0.507,0.6304,0.5103,-1233.4,-263.1,0.5,0.3333333333333333
333086,-13366,0.356,0.506,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
333096,-10639,0.1416,0.4587,0.3186,-301.0,-48.0,1.0,0.5
333100,-19421,0.507,0.711,0.4473,-719.0,-7.0,1.0,0.0
333112,-12206,0.507,0.702,0.2527,-1456.6315789473683,-542.5263157894736,0.21052631578947367,0.0
333114,-20296,0.507,0.7046,0.6973,-1459.0,-1244.0,0.0,0.14285714285714285
333120,-12764,0.507,0.1709,0.4597,-787.25,-493.75,0.25,0.0
333142,-14339,0.7124,0.6304,0.519,-2664.3333333333335,-1437.6666666666667,0.0,0.07142857142857142
333152,-22194,0.507,0.7993,0.6543,-1566.3333333333333,-1089.6666666666667,0.0,0.0
333159,-8302,0.2537,0.459,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
333178,-22036,0.507,0.5967,0.7266,-1427.3333333333333,-900.0,0.0,0.0
333179,-11355,0.584,0.626,0.7153,-1361.888888888889,-443.3333333333333,0.2222222222222222,0.38461538461538464
333187,-19668,0.507,0.6055,0.2957,-1278.6764705882354,-880.4705882352941,0.23529411764705882,0.0
333191,-11518,0.507,0.632,0.3706,-690.5,-165.5,0.75,0.0
333192,-19206,0.507,0.7183,0.519,-2873.0,-249.0,0.0,0.09090909090909091
333199,-10664,0.507,0.6377,0.6177,-733.8333333333334,-324.1666666666667,0.3333333333333333,0.0
333211,-18877,0.4106,0.7344,0.2793,-901.2,-197.8,0.6,0.3333333333333333
333224,-14992,0.4397,0.603,0.2822,-386.0,-137.5,0.0,0.0
333237,-13531,0.507,0.4155,0.1385,-1094.642857142857,-238.14285714285714,0.6428571428571429,0.1
333238,-15551,0.8555,0.731,0.4329,-1406.3333333333333,-588.6666666666666,0.16666666666666666,0.0
333262,-12117,0.723,0.6206,0.6025,-593.5,-86.5,1.0,0.0
333268,-19712,0.507,0.644,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
333275,-16793,0.507,0.616,0.4102,-1161.7142857142858,-498.0,0.21428571428571427,0.15384615384615385
333289,-14342,0.346,0.0907,0.7393,-1304.125,-807.0,0.125,0.0
333292,-10057,0.1682,0.0463,0.3894,-883.7142857142857,-558.4285714285714,0.2857142857142857,0.4
333303,-14152,0.507,0.6533,0.5425,-1292.1,-728.9,0.2,0.0
333305,-15036,0.507,0.33,0.691,-921.4,-304.4,0.4,0.0
333312,-19601,0.7183,0.6997,0.749,-1811.0,-1710.0,0.0,0.058823529411764705
333316,-19663,0.507,0.6255,0.595,-1020.0,-553.6666666666666,0.16666666666666666,0.5
333335,-18045,0.7188,0.5845,0.5264,-523.0,-120.0,0.3333333333333333,0.0
333354,-13318,0.4675,0.518,0.501,-1159.2,-777.6,0.2,0.0
333356,-13774,0.7036,0.615,0.574,-1644.1666666666667,-945.0,0.3333333333333333,0.0
333358,-20791,0.675,0.702,0.3171,-1088.0,-111.5,1.0,0.0
333376,-15379,0.3818,0.663,0.4993,-1044.0833333333333,-697.5833333333334,0.3333333333333333,0.0
333378,-19246,0.3796,0.7495,0.519,-939.6666666666666,-183.16666666666666,0.8333333333333334,0.0
333380,-15971,0.6587,0.6113,0.3792,-976.0,-656.375,0.125,0.0
333381,-19944,0.507,0.2463,0.2957,-2095.8,-854.0,0.4,0.25
333388,-22216,0.507,0.572,0.458,-651.3333333333334,-201.0,0.5,0.14285714285714285
333392,-23624,0.507,0.7124,0.6895,-1178.8333333333333,-560.8333333333334,0.16666666666666666,0.0
333406,-9877,0.0629,0.225,0.1798,-65.2,-9.6,0.8,0.5555555555555556
333410,-11648,0.6924,0.646,0.519,-230.0,-47.0,1.0,0.0
333411,-10166,0.464,0.4802,0.3792,-1505.3333333333333,-812.6666666666666,0.3333333333333333,0.0
333412,-14138,0.507,0.5073,0.1874,-1117.8,-506.4,0.4,0.25
333428,-13741,0.607,0.57,0.4119,-1024.8,-257.0,0.6,0.0
333432,-13860,0.738,0.7524,0.597,-1575.375,-530.0,0.25,0.16666666666666666
333435,-15140,0.507,0.6997,0.3809,-1088.0,-446.22222222222223,0.3333333333333333,0.25
333442,-16222,0.6157,0.5127,0.3962,-1346.4285714285713,-835.4285714285714,0.2857142857142857,0.0
333452,-12864,0.346,0.5386,0.3345,-1707.125,-890.5,0.25,0.4
333455,-11143,0.507,0.2188,0.275,-529.4,-385.4,0.4,0.3333333333333333
333456,-22797,0.5005,0.559,0.2068,-1123.1875,-405.375,0.3125,0.0
333459,-13723,0.4795,0.7056,0.2201,-605.0,-221.28571428571428,0.5714285714285714,0.0
333464,-10679,0.3293,0.4355,0.10016,-857.3684210526316,-472.63157894736844,0.3157894736842105,0.0
333466,-17740,0.3896,0.2227,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
333469,-12428,0.3494,0.5225,0.786,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
333475,-21845,0.507,0.748,0.4207,-2167.4285714285716,-823.4285714285714,0.0,0.3333333333333333
333476,-13076,0.7153,0.7344,0.7505,-1884.6,-1180.8,0.2,0.2
333477,-19999,0.3447,0.552,0.4832,-854.6666666666666,-265.0,0.6666666666666666,0.25
333487,-20432,0.8237,0.7583,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
333490,-19649,0.3887,0.7114,0.5566,-1802.0,-1095.6666666666667,0.3333333333333333,0.16666666666666666
333497,-10825,0.4585,0.169,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.5
333499,-14845,0.8247,0.6104,0.7,-1124.3333333333333,-544.0,0.3333333333333333,0.0
333500,-17559,0.507,0.51,0.4277,-1043.125,-452.5,0.375,0.0
333501,-24207,0.576,0.5522,0.5083,-1642.0,-322.0,1.0,0.6153846153846154
333503,-23650,0.507,0.454,0.539,-1988.8333333333333,-1485.5,0.6666666666666666,0.0
333513,-13311,0.4192,0.6655,0.369,-1093.625,-255.625,0.625,0.25
333518,-20552,0.773,0.7686,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
333544,-17552,0.5386,0.4392,0.6494,-1143.0,-341.0,0.0,0.0
333546,-20809,0.8,0.4436,0.1385,-773.7777777777778,-98.11111111111111,0.7777777777777778,0.625
333563,-19399,0.507,0.1868,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
333566,-13920,0.3096,0.1471,0.714,-1614.0,-917.0,0.0,0.2
333568,-23737,0.64,0.3425,0.2554,-1462.3125,-1000.375,0.25,0.0
333570,-16934,0.4512,0.7324,0.359,-2021.3333333333333,-198.33333333333334,0.3333333333333333,0.0
333573,-15881,0.7573,0.6616,0.648,-1586.611111111111,-507.55555555555554,0.3333333333333333,0.25
333574,-12496,0.7236,0.6807,0.5425,-602.3333333333334,-400.3333333333333,0.3333333333333333,0.0
333584,-15157,0.7075,0.681,0.3809,-409.6666666666667,-111.33333333333333,0.6666666666666666,0.0
333589,-23016,0.507,0.653,0.2986,-1576.28,-1016.76,0.16,0.6153846153846154
333594,-11543,0.262,0.5244,0.519,-820.0,-451.0,0.0,0.0
333596,-21083,0.6616,0.6235,0.674,-454.3333333333333,-276.6666666666667,0.3333333333333333,0.0
333597,-15675,0.507,0.308,0.55,-1153.0,-965.5,0.16666666666666666,0.42857142857142855
333615,-17862,0.719,0.2162,0.6396,-1665.7272727272727,-1275.0,0.0,0.0
333621,-23170,0.507,0.68,0.3425,-1207.6666666666667,-167.33333333333334,0.3333333333333333,0.0
333622,-21901,0.507,0.3093,0.6562,-856.6,-349.4,0.6,0.25
333629,-21994,0.507,0.6606,0.4084,-1423.75,-1057.0,0.25,0.0
333651,-21941,0.507,0.2676,0.325,-1512.0,-881.4,0.4,0.0
333653,-10721,0.2766,0.375,0.4526,-862.4444444444445,-438.55555555555554,0.4444444444444444,0.0
333664,-23019,0.507,0.7104,0.696,-1594.625,-849.25,0.25,0.0
333680,-16389,0.754,0.7935,0.7754,-889.7272727272727,-407.90909090909093,0.5454545454545454,0.0
333687,-8664,0.484,0.5166,0.2289,-297.5263157894737,-203.3684210526316,0.21052631578947367,0.36363636363636365
333688,-11063,0.189,0.502,0.6787,-1465.8181818181818,-1045.2727272727273,0.09090909090909091,0.0
333689,-16918,0.507,0.2747,0.1725,-457.0,-42.5,1.0,0.0
333693,-19608,0.507,0.08276,0.813,-2617.0,-1835.0,0.0,0.0
333695,-21866,0.507,0.7207,0.746,-1042.0,-57.714285714285715,0.5714285714285714,0.391304347826087
333706,-13805,0.507,0.7793,0.666,-1247.6666666666667,-214.66666666666666,0.6666666666666666,0.0
333709,-14233,0.507,0.652,0.2837,-80.0,-8.0,1.0,0.0
333713,-15552,0.507,0.4531,0.442,-219.0,-6.0,1.0,0.0
333734,-22087,0.507,0.6177,0.44,-972.375,-234.75,0.625,0.0
333745,-16841,0.512,0.616,0.519,-2717.0,-93.0,1.0,0.4375
333752,-16783,0.507,0.722,0.424,-1142.4347826086957,-498.17391304347825,0.21739130434782608,0.4
333764,-13922,0.554,0.714,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.16666666666666666
333780,-10617,0.297,0.733,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
333789,-12331,0.507,0.3909,0.354,-710.8571428571429,-242.14285714285714,0.5714285714285714,0.0
333791,-23164,0.507,0.443,0.714,-1697.125,-1051.375,0.0,0.125
333795,-17770,0.318,0.2656,0.6865,-2047.0,-1400.6,0.0,0.0
333799,-19557,0.5947,0.369,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
333801,-8635,0.183,0.602,0.5337,-603.5,-431.5,0.0,0.0
333802,-12717,0.3794,0.4524,0.1176,-1535.4,-1110.6,0.4,0.0
333803,-22842,0.507,0.4915,0.386,-1109.25,-86.5,0.75,0.5
333810,-22945,0.607,0.58,0.4153,-652.2,-487.4,0.6,0.25
333837,-22769,0.744,0.622,0.3232,-1617.75,-911.0,0.25,0.3333333333333333
333842,-21372,0.584,0.2145,0.519,-1167.8,-514.2,0.4,0.0
333843,-22774,0.6216,0.6855,0.548,-1312.2857142857142,-240.57142857142858,0.2857142857142857,0.3684210526315789
333845,-19306,0.572,0.622,0.68,-1469.7777777777778,-766.1111111111111,0.4444444444444444,0.0
333852,-11378,0.0993,0.3848,0.4526,-1139.6666666666667,-674.1666666666666,0.16666666666666666,0.23076923076923078
333859,-13681,0.5474,0.6455,0.537,-1414.6666666666667,-784.0,0.6666666666666666,0.0
333885,-23691,0.507,0.0832,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
333896,-23517,0.507,0.5146,0.1351,-1682.923076923077,-720.7692307692307,0.3076923076923077,0.3
333904,-8940,0.507,0.08966,0.714,-925.6,-519.2,0.6,0.0
333908,-9527,0.6753,0.6553,0.3792,-1006.7777777777778,-661.7777777777778,0.3333333333333333,0.0
333913,-22015,0.63,0.66,0.519,-1738.5,-1053.0,0.0,0.0
333927,-18807,0.507,0.6104,0.519,-1793.0,-1080.0,0.0,0.0
333930,-22360,0.507,0.5444,0.519,-2717.0,-1632.0,0.0,0.0
333935,-15007,0.6704,0.5273,0.6313,-1117.3333333333333,-798.0,0.0,0.0
333952,-11943,0.5806,0.659,0.398,-1091.888888888889,-473.44444444444446,0.3333333333333333,0.1
333953,-13529,0.507,0.3665,0.6865,-609.0,-301.0,0.0,0.25
333966,-19652,0.507,0.7007,0.519,-2581.0,-1730.0,0.0,0.0
333968,-20956,0.5425,0.6704,0.6025,-2044.4545454545455,-1121.5454545454545,0.2727272727272727,0.0
333988,-13767,0.4036,0.56,0.7295,-864.8333333333334,-560.3333333333334,0.3333333333333333,0.0
334013,-17293,0.6895,0.6055,0.56,-808.3333333333334,-431.6666666666667,0.3333333333333333,0.0
334027,-8950,0.2338,0.499,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
334030,-19956,0.714,0.5537,0.503,-1130.4736842105262,-782.1578947368421,0.5263157894736842,0.1111111111111111
334032,-17204,0.798,0.2135,0.0005274,-2840.0,-1276.0,0.0,0.0
334033,-15007,0.477,0.7437,0.519,-820.0,-543.0,0.0,0.0
334042,-18178,0.507,0.666,0.7236,-1806.75,-586.25,0.25,0.0
334045,-9312,0.1643,0.4473,0.505,-1051.857142857143,-782.1428571428571,0.14285714285714285,0.25
